file_name,avg_softsweep_prob,avg_num_clones,degree,degree_variance,amplification,acc,connectivity,transitivity,height
grid_4,0.27998278173999996,12.38369,3.492,0.257936,0.0,0.0,4.532448088448625e-05,0.0,4
grid_2,0.2814120216,11.32289,2.996,0.003984,0.0,0.0,1.3194591194165614e-05,0.0,2
grid_5,0.27868925928000005,13.11394,3.59,0.2498999999999999,0.0,0.0,6.891964126277378e-05,0.0,5
grid_25,0.22653534045999996,26.46432,3.87,0.1211,0.0,0.0,0.0016134546956443,0.0,25
grid_8,0.27098840726,15.5367,3.734,0.203244,0.0,0.0,0.0001698770957896,0.0,8
grid_20,0.23510665398,24.00166,3.86,0.1284,0.0,0.0,0.0010329238323569,0.0,20
grid_10,0.2648970996599999,17.16873,3.78,0.1796,0.0,0.0,0.0002624557570016,0.0,10
grid_1,0.17707230831999998,39.99459,1.998,0.001996,0.0,0.0,4.94468255409846e-06,0.0,1
