file_name,avg_softsweep_prob,avg_num_clones,degree,degree_variance,amplification,acc,connectivity,transitivity,radius
random_geometric_0.2_5,0.3776571550999999,8.54359,103.818,591.3908759999999,0.0,0.0,0.0504306157205642,0.623793355968311,0.2
random_geometric_0.23_5,0.37775973574000005,8.52099,133.004,995.479984,0.0,0.0,0.0721803245265844,0.630817667014867,0.23
random_geometric_0.36_5,0.37797433916,8.5521,297.038,7265.550556,0.0,0.0,0.1988810867751108,0.6664627592878435,0.36
random_geometric_0.25_3,0.37659285214000005,8.55258,154.222,1386.994716,0.0,0.0,0.0807406294239578,0.6364225921703941,0.25
random_geometric_0.29_8,0.37858796274,8.53638,211.234,3826.157244,0.0,0.0,0.1365692459922756,0.6421240580904305,0.29
random_geometric_0.67_6,0.37937911472,8.55871,716.502,22609.209996,0.0,0.0,0.6282890226477755,0.8158137336497178,0.67
random_geometric_0.72_6,0.37974871190000004,8.5393,764.69,20682.8619,0.0,0.0,0.6844738294909187,0.8415066109362503,0.72
random_geometric_0.74_7,0.37845920905999997,8.53851,784.424,19255.912224,0.0,0.0,0.7049537685879032,0.8522306306874884,0.74
random_geometric_0.61_7,0.37887797625999997,8.58868,639.126,24422.556124,0.0,0.0,0.5575957848773415,0.7790849703624491,0.61
random_geometric_0.23_2,0.37806866479999995,8.53944,133.758,933.343436,0.0,0.0,0.0697081065397754,0.6348069433990691,0.23
random_geometric_0.36_2,0.37789658163999995,8.5581,285.956,5870.420064,0.0,0.0,0.1935968675055593,0.664666475066,0.36
random_geometric_0.06_10,0.35437353238,9.11862,10.58,12.2956,0.0,0.0,0.0027533874850152,0.5966634991025235,0.06
random_geometric_0.6_9,0.37930533881999995,8.57811,611.282,22931.670476,0.0,0.0,0.5205555599129637,0.7655770933276663,0.6
random_geometric_0.67_1,0.37910609725999994,8.54768,709.038,22365.040555999996,0.0,0.0,0.6261520114993759,0.8111614632022363,0.67
random_geometric_0.72_1,0.37932851498000003,8.55099,767.708,20561.670736,0.0,0.0,0.6678695340882651,0.8437881962633141,0.72
random_geometric_0.25_4,0.37773182596000004,8.55814,154.828,1538.224416,0.0,0.0,0.078173160631415,0.6374685240913606,0.25
random_geometric_0.47_5,0.3786883158,8.57717,439.488,15287.103856,0.0,0.0,0.331212949288947,0.7048109726107141,0.47
random_geometric_0.52_5,0.37901033532,8.58178,507.32,19664.7276,0.0,0.0,0.4079823002199914,0.7261940008966083,0.52
random_geometric_0.98_1,0.37933335798,8.47738,964.072,2154.4588160000008,0.0,0.0,0.914230141873115,0.9697110439759332,0.98
random_geometric_0.54_3,0.37906080222,8.59403,540.0,21580.756,0.0,0.0,0.4347519315368256,0.7384159344855218,0.54
random_geometric_0.41_3,0.37871874216,8.55696,349.588,9714.328256,0.0,0.0,0.2422621346761253,0.6806128996733536,0.41
random_geometric_0.58_8,0.37935712618000006,8.58477,608.922,23546.689915999996,0.0,0.0,0.5157191292211958,0.7656882031785889,0.58
random_geometric_0.16_6,0.37648058632,8.5497,69.926,230.874524,0.0,0.0,0.0342987988547589,0.6124067782918208,0.16
random_geometric_0.05_7,0.3418828668800001,9.49491,7.402,7.288395999999999,0.0,0.0,0.0014775545866522,0.5981783597922306,0.05
random_geometric_0.47_2,0.3784439241,8.57028,450.658,15765.613036,0.0,0.0,0.3442084015811796,0.7071552111092404,0.47
random_geometric_0.52_2,0.37916597005999997,8.58513,510.636,20238.431504,0.0,0.0,0.423566583552371,0.7266266543428956,0.52
random_geometric_0.41_10,0.3789046076999999,8.56329,356.76,9876.4564,0.0,0.0,0.2577340409508711,0.6800283052175687,0.41
random_geometric_0.16_1,0.37634818594,8.54063,69.376,240.774624,0.0,0.0,0.0312765967326568,0.6184585272372276,0.16
random_geometric_0.54_4,0.37903229126000004,8.59106,533.94,21001.7564,0.0,0.0,0.4362325155169289,0.7356791506629767,0.54
random_geometric_0.41_4,0.37871193854000007,8.56808,349.208,8861.258736,0.0,0.0,0.2472461234167624,0.6810369519058039,0.41
random_geometric_0.24_4,0.3782472937000001,8.55085,149.24,1452.3724,0.0,0.0,0.0794823084238734,0.6338837727474591,0.24
random_geometric_0.31_4,0.3777224153,8.55662,236.572,4766.010816000001,0.0,0.0,0.1632052754295022,0.6455448853845105,0.31
random_geometric_0.73_1,0.37932674695999996,8.53547,792.798,19177.855196000004,0.0,0.0,0.712216666466812,0.8580988989558092,0.73
random_geometric_0.66_1,0.37921123472,8.55781,697.96,23384.7924,0.0,0.0,0.6022232063033395,0.8068871671056773,0.66
random_geometric_0.7_9,0.37895010020000003,8.55507,747.044,21854.162064,0.0,0.0,0.6491164614753651,0.8325859261723834,0.7
random_geometric_0.46_10,0.37966183645999996,8.55415,409.898,12694.675596,0.0,0.0,0.3150068930986697,0.6968027180836364,0.46
random_geometric_0.37_2,0.37875317876000003,8.56512,308.806,7494.258364,0.0,0.0,0.2137975895554645,0.6684638918981983,0.37
random_geometric_0.22_2,0.37743776546,8.53218,122.856,832.371264,0.0,0.0,0.0675932532231637,0.6312773079125175,0.22
random_geometric_0.75_7,0.37866074514,8.53583,817.128,16983.503616,0.0,0.0,0.7313459009735911,0.8714786359797007,0.75
random_geometric_0.1_8,0.37095749816,8.66033,29.258,55.031436,0.0,0.0,0.0107040518840269,0.6066450140847626,0.1
random_geometric_0.73_6,0.37953244612000003,8.5407,778.654,19600.290284,0.0,0.0,0.695272226812843,0.8490763543102209,0.73
random_geometric_0.66_6,0.37905992492000007,8.57031,696.87,23109.587099999997,0.0,0.0,0.6098374354831562,0.8056689431662137,0.66
random_geometric_0.28_8,0.37872706197999995,8.53906,191.236,2264.822304,0.0,0.0,0.1113306847802916,0.6435097570969067,0.28
random_geometric_0.24_3,0.3775932844200001,8.53132,147.98,1374.0476,0.0,0.0,0.0814201779559835,0.630043191212926,0.24
random_geometric_0.31_3,0.37903413984,8.53679,227.478,4101.885516,0.0,0.0,0.1352010527766259,0.6510584342706687,0.31
random_geometric_0.37_5,0.37891959,8.53005,303.024,6973.6414239999995,0.0,0.0,0.2107483412297175,0.6704709056766227,0.37
random_geometric_0.22_5,0.37862974592000004,8.54429,126.194,1105.1563640000002,0.0,0.0,0.0706116026458177,0.6248993131047721,0.22
