file_name,avg_softsweep_prob,avg_num_clones,degree,degree_variance,amplification,acc,connectivity,transitivity,connections
line_182,0.19062295995999998,34.94034,2.362,0.234956,0,0.0,1.2248643685396356e-05,0,182
line_128,0.18647244227999998,37.02529,2.254,0.193484,0,0.0,8.94550306203797e-06,0,128
line_185,0.19083332031999994,34.81772,2.368,0.2365759999999999,0,0.0,1.2483536670812256e-05,0,185
line_301,0.2042255774,29.09714,2.6,0.244,0,0.0,1.618262564451231e-05,0,301
line_354,0.21348389776,25.85907,2.706,0.211564,0,0.0,1.5689015792607543e-05,0,354
line_425,0.23440416928000002,20.39388,2.848,0.1328959999999999,0,0.0,1.4549098334653292e-05,0,425
line_470,0.25938770584000004,15.58599,2.938,0.0621559999999999,0,0.0,1.3718055254252172e-05,0,470
line_99,0.18388133786000002,38.03267,2.196,0.1615839999999999,0,0.0,7.69652643910055e-06,0,99
line_33,0.17862166129999998,39.75387,2.064,0.063904,0,0.0,5.67225226081489e-06,0,33
line_66,0.18112691107999998,39.02075,2.13,0.1170999999999999,0,0.0,6.5690044965430315e-06,0,66
line_289,0.20219007326,29.77753,2.576,0.2482239999999999,0,0.0,1.6242346329498443e-05,0,289
line_223,0.19416183247999996,33.12662,2.444,0.250864,0,0.0,1.615248239921289e-05,0,223
line_276,0.200424306,30.48986,2.55,0.2515,0,0.0,1.6287830105106237e-05,0,276
line_306,0.20458520360000002,28.82406,2.61,0.2418999999999999,0,0.0,1.6152289807892962e-05,0,306
line_353,0.2126513646,25.93733,2.704,0.2123839999999999,0,0.0,1.5701751631248968e-05,0,353
line_422,0.23341041497999998,20.65177,2.842,0.1370359999999999,0,0.0,1.460355667336758e-05,0,422
